Pokemon,CP,Level,IV_Attack,IV_Defense,IV_HP,Evolution(CP),Collected,Collected_Shadow,Collected_Purified
Yanma,520,LV13.5,15,2,7,Yanma(520)-Yanmega(1071),YES,NO,NO
Yanma,520,LV13.5,15,4,4,Yanma(520)-Yanmega(1070),YES,NO,NO
Yanma,520,LV13.5,15,5,2,Yanma(520)-Yanmega(1068),YES,NO,NO
Yanma,520,LV13,15,5,15,Yanma(520)-Yanmega(1061),YES,NO,NO
Yanma,520,LV13,15,6,13,Yanma(520)-Yanmega(1060),YES,NO,NO
Yanma,520,LV13,15,8,10,Yanma(520)-Yanmega(1059),YES,NO,NO
Yanma,520,LV13,15,9,8,Yanma(520)-Yanmega(1057),YES,NO,NO
Yanma,520,LV13,15,11,5,Yanma(520)-Yanmega(1056),YES,NO,NO
Yanma,520,LV13,15,12,3,Yanma(520)-Yanmega(1054),YES,NO,NO
Yanma,520,LV12.5,15,13,15,Yanma(520)-Yanmega(1046),YES,NO,NO
Yanma,520,LV13,15,14,0,Yanma(520)-Yanmega(1052),YES,NO,NO
Yanma,520,LV12.5,15,15,12,Yanma(520)-Yanmega(1044),YES,NO,NO
Wooper,520,LV49.5,0,0,2,Wooper(520)-Quagsire(1883),YES,YES,YES
Wooper,520,LV49,0,0,4,Wooper(520)-Quagsire(1881),YES,YES,YES
Wooper,520,LV48.5,0,0,6,Wooper(520)-Quagsire(1878),YES,YES,YES
Wooper,520,LV47,0,0,11,Wooper(520)-Quagsire(1865),YES,YES,YES
Wooper,520,LV46.5,0,0,13,Wooper(520)-Quagsire(1862),YES,YES,YES
Wooper,520,LV46,0,0,15,Wooper(520)-Quagsire(1858),YES,YES,YES
Wooper,520,LV49.5,0,1,0,Wooper(520)-Quagsire(1881),YES,YES,YES
Wooper,520,LV48,0,1,5,Wooper(520)-Quagsire(1869),YES,YES,YES
Wooper,520,LV47.5,0,1,7,Wooper(520)-Quagsire(1866),YES,YES,YES
Wooper,520,LV47,0,1,9,Wooper(520)-Quagsire(1863),YES,YES,YES
Wooper,520,LV46.5,0,1,11,Wooper(520)-Quagsire(1860),YES,YES,YES
Wooper,520,LV46,0,1,13,Wooper(520)-Quagsire(1857),YES,YES,YES
Wooper,520,LV45.5,0,1,15,Wooper(520)-Quagsire(1854),YES,YES,YES
Wooper,520,LV48.5,0,2,1,Wooper(520)-Quagsire(1869),YES,YES,YES
Wooper,520,LV48,0,2,3,Wooper(520)-Quagsire(1867),YES,YES,YES
Wooper,520,LV47.5,0,2,5,Wooper(520)-Quagsire(1864),YES,YES,YES
Wooper,520,LV45,0,2,14,Wooper(520)-Quagsire(1845),YES,YES,YES
Wooper,520,LV48,0,3,1,Wooper(520)-Quagsire(1865),YES,YES,YES
Wooper,520,LV46,0,3,8,Wooper(520)-Quagsire(1849),YES,YES,YES
Wooper,520,LV45.5,0,3,10,Wooper(520)-Quagsire(1846),YES,YES,YES
Wooper,520,LV45,0,3,12,Wooper(520)-Quagsire(1843),YES,YES,YES
Wooper,520,LV44.5,0,3,14,Wooper(520)-Quagsire(1840),YES,YES,YES
Wooper,520,LV46.5,0,4,4,Wooper(520)-Quagsire(1850),YES,YES,YES
Wooper,520,LV46,0,4,6,Wooper(520)-Quagsire(1847),YES,YES,YES
Wooper,520,LV45.5,0,4,8,Wooper(520)-Quagsire(1844),YES,YES,YES
Wooper,520,LV45,0,4,10,Wooper(520)-Quagsire(1841),YES,YES,YES
Wooper,520,LV47,0,5,0,Wooper(520)-Quagsire(1851),YES,YES,YES
Wooper,520,LV46.5,0,5,2,Wooper(520)-Quagsire(1848),YES,YES,YES
Wooper,520,LV46,0,5,4,Wooper(520)-Quagsire(1845),YES,YES,YES
Wooper,520,LV43,0,5,15,Wooper(520)-Quagsire(1822),YES,YES,YES
Wooper,520,LV46.5,0,6,0,Wooper(520)-Quagsire(1846),YES,YES,YES
Wooper,520,LV46,0,6,2,Wooper(520)-Quagsire(1843),YES,YES,YES
Wooper,520,LV44.5,0,6,7,Wooper(520)-Quagsire(1830),YES,YES,YES
Wooper,520,LV44,0,6,9,Wooper(520)-Quagsire(1827),YES,YES,YES
Wooper,520,LV43.5,0,6,11,Wooper(520)-Quagsire(1824),YES,YES,YES
Wooper,520,LV43,0,6,13,Wooper(520)-Quagsire(1820),YES,YES,YES
Wooper,520,LV42.5,0,6,15,Wooper(520)-Quagsire(1817),YES,YES,YES
Wooper,520,LV44.5,0,7,5,Wooper(520)-Quagsire(1828),YES,YES,YES
Wooper,520,LV44,0,7,7,Wooper(520)-Quagsire(1825),YES,YES,YES
Wooper,520,LV43.5,0,7,9,Wooper(520)-Quagsire(1822),YES,YES,YES
Wooper,520,LV43,0,7,11,Wooper(520)-Quagsire(1818),YES,YES,YES
Wooper,520,LV42.5,0,7,13,Wooper(520)-Quagsire(1815),YES,YES,YES
Wooper,520,LV42,0,7,15,Wooper(520)-Quagsire(1812),YES,YES,YES
Wooper,520,LV44.5,0,8,3,Wooper(520)-Quagsire(1826),YES,YES,YES
Wooper,520,LV44,0,8,5,Wooper(520)-Quagsire(1823),YES,YES,YES
Wooper,520,LV43.5,0,8,7,Wooper(520)-Quagsire(1820),YES,YES,YES
Wooper,520,LV43,0,8,9,Wooper(520)-Quagsire(1816),YES,YES,YES
Wooper,520,LV44.5,0,9,1,Wooper(520)-Quagsire(1823),YES,YES,YES
Wooper,520,LV44,0,9,3,Wooper(520)-Quagsire(1820),YES,YES,YES
Wooper,520,LV43.5,0,9,5,Wooper(520)-Quagsire(1817),YES,YES,YES
Wooper,520,LV44,0,10,1,Wooper(520)-Quagsire(1818),YES,YES,YES
Wooper,520,LV43.5,0,10,3,Wooper(520)-Quagsire(1815),YES,YES,YES
Wooper,520,LV43.5,0,11,1,Wooper(520)-Quagsire(1813),YES,YES,YES
Wooper,520,LV43,0,11,3,Wooper(520)-Quagsire(1810),YES,YES,YES
Wooper,520,LV43,0,12,1,Wooper(520)-Quagsire(1807),YES,YES,YES
Wooper,520,LV40,0,12,12,Wooper(520)-Quagsire(1784),YES,YES,YES
Wooper,520,LV42.5,0,13,1,Wooper(520)-Quagsire(1802),YES,YES,YES
Wooper,520,LV40,0,13,10,Wooper(520)-Quagsire(1782),YES,YES,YES
Wooper,520,LV39,0,13,15,Wooper(520)-Quagsire(1776),YES,YES,YES
Wooper,520,LV42,0,14,1,Wooper(520)-Quagsire(1796),YES,YES,YES
Wooper,520,LV39,0,14,13,Wooper(520)-Quagsire(1774),YES,YES,YES
Wooper,520,LV38.5,0,14,15,Wooper(520)-Quagsire(1769),YES,YES,YES
Wooper,520,LV41.5,0,15,1,Wooper(520)-Quagsire(1791),YES,YES,YES
Wooper,520,LV39,0,15,11,Wooper(520)-Quagsire(1772),YES,YES,YES
Wooper,520,LV38.5,0,15,13,Wooper(520)-Quagsire(1767),YES,YES,YES
Wooper,520,LV49,1,0,0,Wooper(520)-Quagsire(1876),YES,YES,YES
Wooper,520,LV48.5,1,0,2,Wooper(520)-Quagsire(1873),YES,YES,YES
Wooper,520,LV47,1,0,7,Wooper(520)-Quagsire(1860),YES,YES,YES
Wooper,520,LV46.5,1,0,9,Wooper(520)-Quagsire(1857),YES,YES,YES
Wooper,520,LV46,1,0,11,Wooper(520)-Quagsire(1854),YES,YES,YES
Wooper,520,LV45.5,1,0,13,Wooper(520)-Quagsire(1851),YES,YES,YES
Wooper,520,LV45,1,0,15,Wooper(520)-Quagsire(1848),YES,YES,YES
Wooper,520,LV47.5,1,1,3,Wooper(520)-Quagsire(1861),YES,YES,YES
Wooper,520,LV47,1,1,5,Wooper(520)-Quagsire(1859),YES,YES,YES
Wooper,520,LV46.5,1,1,7,Wooper(520)-Quagsire(1856),YES,YES,YES
Wooper,520,LV47.5,1,2,1,Wooper(520)-Quagsire(1859),YES,YES,YES
Wooper,520,LV45.5,1,2,8,Wooper(520)-Quagsire(1844),YES,YES,YES
Wooper,520,LV45,1,2,10,Wooper(520)-Quagsire(1841),YES,YES,YES
Wooper,520,LV44.5,1,2,12,Wooper(520)-Quagsire(1837),YES,YES,YES
Wooper,520,LV44,1,2,14,Wooper(520)-Quagsire(1834),YES,YES,YES
Wooper,520,LV46,1,3,4,Wooper(520)-Quagsire(1845),YES,YES,YES
Wooper,520,LV45.5,1,3,6,Wooper(520)-Quagsire(1842),YES,YES,YES
Wooper,520,LV45,1,3,8,Wooper(520)-Quagsire(1839),YES,YES,YES
Wooper,520,LV44.5,1,3,10,Wooper(520)-Quagsire(1836),YES,YES,YES
Wooper,520,LV46.5,1,4,0,Wooper(520)-Quagsire(1845),YES,YES,YES
Wooper,520,LV46,1,4,2,Wooper(520)-Quagsire(1842),YES,YES,YES
Wooper,520,LV45.5,1,4,4,Wooper(520)-Quagsire(1840),YES,YES,YES
Wooper,520,LV46,1,5,0,Wooper(520)-Quagsire(1840),YES,YES,YES
Wooper,520,LV44,1,5,7,Wooper(520)-Quagsire(1825),YES,YES,YES
Wooper,520,LV43.5,1,5,9,Wooper(520)-Quagsire(1821),YES,YES,YES
Wooper,520,LV43,1,5,11,Wooper(520)-Quagsire(1818),YES,YES,YES
Wooper,520,LV42.5,1,5,13,Wooper(520)-Quagsire(1815),YES,YES,YES
Wooper,520,LV42,1,5,15,Wooper(520)-Quagsire(1811),YES,YES,YES
Wooper,520,LV44.5,1,6,3,Wooper(520)-Quagsire(1825),YES,YES,YES
Wooper,520,LV44,1,6,5,Wooper(520)-Quagsire(1822),YES,YES,YES
Wooper,520,LV43.5,1,6,7,Wooper(520)-Quagsire(1819),YES,YES,YES
Wooper,520,LV43,1,6,9,Wooper(520)-Quagsire(1816),YES,YES,YES
Wooper,520,LV42.5,1,6,11,Wooper(520)-Quagsire(1813),YES,YES,YES
Wooper,520,LV42,1,6,13,Wooper(520)-Quagsire(1810),YES,YES,YES
Wooper,520,LV41.5,1,6,15,Wooper(520)-Quagsire(1806),YES,YES,YES
Wooper,520,LV44.5,1,7,1,Wooper(520)-Quagsire(1823),YES,YES,YES
Wooper,520,LV44,1,7,3,Wooper(520)-Quagsire(1820),YES,YES,YES
Wooper,520,LV43.5,1,7,5,Wooper(520)-Quagsire(1817),YES,YES,YES
Wooper,520,LV43,1,7,7,Wooper(520)-Quagsire(1814),YES,YES,YES
Wooper,520,LV44,1,8,1,Wooper(520)-Quagsire(1818),YES,YES,YES
Wooper,520,LV43.5,1,8,3,Wooper(520)-Quagsire(1815),YES,YES,YES
Wooper,520,LV43,1,8,5,Wooper(520)-Quagsire(1812),YES,YES,YES
Wooper,520,LV43.5,1,9,1,Wooper(520)-Quagsire(1813),YES,YES,YES
Wooper,520,LV40.5,1,9,12,Wooper(520)-Quagsire(1790),YES,YES,YES
Wooper,520,LV43,1,10,1,Wooper(520)-Quagsire(1807),YES,YES,YES
Wooper,520,LV41,1,10,8,Wooper(520)-Quagsire(1791),YES,YES,YES
Wooper,520,LV40.5,1,10,10,Wooper(520)-Quagsire(1788),YES,YES,YES
Wooper,520,LV40,1,10,12,Wooper(520)-Quagsire(1784),YES,YES,YES
Wooper,520,LV41,1,11,6,Wooper(520)-Quagsire(1789),YES,YES,YES
Wooper,520,LV40.5,1,11,8,Wooper(520)-Quagsire(1786),YES,YES,YES
Wooper,520,LV40,1,11,10,Wooper(520)-Quagsire(1782),YES,YES,YES
Wooper,520,LV39,1,11,15,Wooper(520)-Quagsire(1776),YES,YES,YES
Wooper,520,LV40.5,1,12,6,Wooper(520)-Quagsire(1783),YES,YES,YES
Wooper,520,LV40,1,12,8,Wooper(520)-Quagsire(1780),YES,YES,YES
Wooper,520,LV38.5,1,12,15,Wooper(520)-Quagsire(1769),YES,YES,YES
Wooper,520,LV40.5,1,13,4,Wooper(520)-Quagsire(1781),YES,YES,YES
Wooper,520,LV40,1,13,6,Wooper(520)-Quagsire(1778),YES,YES,YES
Wooper,520,LV38.5,1,13,13,Wooper(520)-Quagsire(1767),YES,YES,YES
Wooper,520,LV38,1,13,15,Wooper(520)-Quagsire(1762),YES,YES,YES
Wooper,520,LV38.5,1,14,11,Wooper(520)-Quagsire(1765),YES,YES,YES
Wooper,520,LV38,1,14,13,Wooper(520)-Quagsire(1760),YES,YES,YES
Wooper,520,LV39,1,15,7,Wooper(520)-Quagsire(1768),YES,YES,YES
Wooper,520,LV38.5,1,15,9,Wooper(520)-Quagsire(1763),YES,YES,YES
Wooper,520,LV38,1,15,11,Wooper(520)-Quagsire(1758),YES,YES,YES
Wooper,520,LV47,2,0,3,Wooper(520)-Quagsire(1856),YES,YES,YES
Wooper,520,LV46.5,2,0,5,Wooper(520)-Quagsire(1853),YES,YES,YES
Wooper,520,LV46,2,0,7,Wooper(520)-Quagsire(1850),YES,YES,YES
Wooper,520,LV45.5,2,0,9,Wooper(520)-Quagsire(1847),YES,YES,YES
Wooper,520,LV47,2,1,1,Wooper(520)-Quagsire(1854),YES,YES,YES
Wooper,520,LV46.5,2,1,3,Wooper(520)-Quagsire(1851),YES,YES,YES
Wooper,520,LV44.5,2,1,10,Wooper(520)-Quagsire(1835),YES,YES,YES
Wooper,520,LV44,2,1,12,Wooper(520)-Quagsire(1832),YES,YES,YES
Wooper,520,LV43.5,2,1,14,Wooper(520)-Quagsire(1828),YES,YES,YES
Wooper,520,LV45.5,2,2,4,Wooper(520)-Quagsire(1839),YES,YES,YES
Wooper,520,LV45,2,2,6,Wooper(520)-Quagsire(1836),YES,YES,YES
Wooper,520,LV44.5,2,2,8,Wooper(520)-Quagsire(1833),YES,YES,YES
Wooper,520,LV44,2,2,10,Wooper(520)-Quagsire(1830),YES,YES,YES
Wooper,520,LV43.5,2,2,12,Wooper(520)-Quagsire(1827),YES,YES,YES
Wooper,520,LV43,2,2,14,Wooper(520)-Quagsire(1823),YES,YES,YES
Wooper,520,LV46,2,3,0,Wooper(520)-Quagsire(1840),YES,YES,YES
Wooper,520,LV45.5,2,3,2,Wooper(520)-Quagsire(1837),YES,YES,YES
Wooper,520,LV45,2,3,4,Wooper(520)-Quagsire(1834),YES,YES,YES
Wooper,520,LV44.5,2,3,6,Wooper(520)-Quagsire(1831),YES,YES,YES
Wooper,520,LV45.5,2,4,0,Wooper(520)-Quagsire(1835),YES,YES,YES
Wooper,520,LV45,2,4,2,Wooper(520)-Quagsire(1832),YES,YES,YES
Wooper,520,LV43,2,4,9,Wooper(520)-Quagsire(1816),YES,YES,YES
Wooper,520,LV42.5,2,4,11,Wooper(520)-Quagsire(1813),YES,YES,YES
Wooper,520,LV42,2,4,13,Wooper(520)-Quagsire(1809),YES,YES,YES
Wooper,520,LV41.5,2,4,15,Wooper(520)-Quagsire(1806),YES,YES,YES
Wooper,520,LV44,2,5,3,Wooper(520)-Quagsire(1820),YES,YES,YES
Wooper,520,LV43.5,2,5,5,Wooper(520)-Quagsire(1817),YES,YES,YES
Wooper,520,LV43,2,5,7,Wooper(520)-Quagsire(1814),YES,YES,YES
Wooper,520,LV42.5,2,5,9,Wooper(520)-Quagsire(1811),YES,YES,YES
Wooper,520,LV42,2,5,11,Wooper(520)-Quagsire(1807),YES,YES,YES
Wooper,520,LV41.5,2,5,13,Wooper(520)-Quagsire(1804),YES,YES,YES
Wooper,520,LV41,2,5,15,Wooper(520)-Quagsire(1801),YES,YES,YES
Wooper,520,LV44,2,6,1,Wooper(520)-Quagsire(1818),YES,YES,YES
Wooper,520,LV43.5,2,6,3,Wooper(520)-Quagsire(1815),YES,YES,YES
Wooper,520,LV43,2,6,5,Wooper(520)-Quagsire(1812),YES,YES,YES
Wooper,520,LV42.5,2,6,7,Wooper(520)-Quagsire(1809),YES,YES,YES
Wooper,520,LV42,2,6,9,Wooper(520)-Quagsire(1805),YES,YES,YES
Wooper,520,LV43.5,2,7,1,Wooper(520)-Quagsire(1813),YES,YES,YES
Wooper,520,LV43,2,7,3,Wooper(520)-Quagsire(1810),YES,YES,YES
Wooper,520,LV43,2,8,1,Wooper(520)-Quagsire(1807),YES,YES,YES
Wooper,520,LV40,2,8,12,Wooper(520)-Quagsire(1784),YES,YES,YES
Wooper,520,LV41,2,9,6,Wooper(520)-Quagsire(1789),YES,YES,YES
Wooper,520,LV40.5,2,9,8,Wooper(520)-Quagsire(1786),YES,YES,YES
Wooper,520,LV40,2,9,10,Wooper(520)-Quagsire(1782),YES,YES,YES
Wooper,520,LV39,2,9,15,Wooper(520)-Quagsire(1776),YES,YES,YES
Wooper,520,LV41,2,10,4,Wooper(520)-Quagsire(1787),YES,YES,YES
Wooper,520,LV40.5,2,10,6,Wooper(520)-Quagsire(1783),YES,YES,YES
Wooper,520,LV40,2,10,8,Wooper(520)-Quagsire(1780),YES,YES,YES
Wooper,520,LV38.5,2,10,15,Wooper(520)-Quagsire(1769),YES,YES,YES
Wooper,520,LV40.5,2,11,4,Wooper(520)-Quagsire(1781),YES,YES,YES
Wooper,520,LV40,2,11,6,Wooper(520)-Quagsire(1778),YES,YES,YES
Wooper,520,LV38.5,2,11,13,Wooper(520)-Quagsire(1767),YES,YES,YES
Wooper,520,LV38,2,11,15,Wooper(520)-Quagsire(1762),YES,YES,YES
Wooper,520,LV40,2,12,4,Wooper(520)-Quagsire(1776),YES,YES,YES
Wooper,520,LV38.5,2,12,11,Wooper(520)-Quagsire(1765),YES,YES,YES
Wooper,520,LV38,2,12,13,Wooper(520)-Quagsire(1760),YES,YES,YES
Wooper,520,LV40,2,13,2,Wooper(520)-Quagsire(1773),YES,YES,YES
Wooper,520,LV38.5,2,13,9,Wooper(520)-Quagsire(1763),YES,YES,YES
Wooper,520,LV38,2,13,11,Wooper(520)-Quagsire(1758),YES,YES,YES
Wooper,520,LV38.5,2,14,7,Wooper(520)-Quagsire(1761),YES,YES,YES
Wooper,520,LV38,2,14,9,Wooper(520)-Quagsire(1756),YES,YES,YES
Wooper,520,LV37,2,14,14,Wooper(520)-Quagsire(1749),YES,YES,YES
Wooper,520,LV39,2,15,3,Wooper(520)-Quagsire(1763),YES,YES,YES
Wooper,520,LV38.5,2,15,5,Wooper(520)-Quagsire(1758),YES,YES,YES
Wooper,520,LV38,2,15,7,Wooper(520)-Quagsire(1753),YES,YES,YES
Wooper,520,LV37,2,15,12,Wooper(520)-Quagsire(1747),YES,YES,YES
Wooper,520,LV36.5,2,15,14,Wooper(520)-Quagsire(1741),YES,YES,YES
Wooper,520,LV46.5,3,0,1,Wooper(520)-Quagsire(1848),YES,YES,YES
Wooper,520,LV46,3,0,3,Wooper(520)-Quagsire(1845),YES,YES,YES
Wooper,520,LV45.5,3,0,5,Wooper(520)-Quagsire(1842),YES,YES,YES
Wooper,520,LV46,3,1,1,Wooper(520)-Quagsire(1843),YES,YES,YES
Wooper,520,LV44.5,3,1,6,Wooper(520)-Quagsire(1830),YES,YES,YES
Wooper,520,LV44,3,1,8,Wooper(520)-Quagsire(1827),YES,YES,YES
Wooper,520,LV43.5,3,1,10,Wooper(520)-Quagsire(1824),YES,YES,YES
Wooper,520,LV43,3,1,12,Wooper(520)-Quagsire(1821),YES,YES,YES
Wooper,520,LV42.5,3,1,14,Wooper(520)-Quagsire(1817),YES,YES,YES
Wooper,520,LV45,3,2,2,Wooper(520)-Quagsire(1831),YES,YES,YES
Wooper,520,LV44.5,3,2,4,Wooper(520)-Quagsire(1828),YES,YES,YES
Wooper,520,LV44,3,2,6,Wooper(520)-Quagsire(1825),YES,YES,YES
Wooper,520,LV43.5,3,2,8,Wooper(520)-Quagsire(1822),YES,YES,YES
Wooper,520,LV43,3,2,10,Wooper(520)-Quagsire(1819),YES,YES,YES
Wooper,520,LV45,3,3,0,Wooper(520)-Quagsire(1829),YES,YES,YES
Wooper,520,LV44.5,3,3,2,Wooper(520)-Quagsire(1826),YES,YES,YES
Wooper,520,LV41.5,3,3,13,Wooper(520)-Quagsire(1803),YES,YES,YES
Wooper,520,LV44.5,3,4,0,Wooper(520)-Quagsire(1824),YES,YES,YES
Wooper,520,LV43,3,4,5,Wooper(520)-Quagsire(1811),YES,YES,YES
Wooper,520,LV42.5,3,4,7,Wooper(520)-Quagsire(1808),YES,YES,YES
Wooper,520,LV42,3,4,9,Wooper(520)-Quagsire(1805),YES,YES,YES
Wooper,520,LV41.5,3,4,11,Wooper(520)-Quagsire(1802),YES,YES,YES
Wooper,520,LV41,3,4,13,Wooper(520)-Quagsire(1798),YES,YES,YES
Wooper,520,LV40.5,3,4,15,Wooper(520)-Quagsire(1795),YES,YES,YES
Wooper,520,LV43,3,5,3,Wooper(520)-Quagsire(1809),YES,YES,YES
Wooper,520,LV42.5,3,5,5,Wooper(520)-Quagsire(1806),YES,YES,YES
Wooper,520,LV42,3,5,7,Wooper(520)-Quagsire(1803),YES,YES,YES
Wooper,520,LV41.5,3,5,9,Wooper(520)-Quagsire(1800),YES,YES,YES
Wooper,520,LV41,3,5,11,Wooper(520)-Quagsire(1796),YES,YES,YES
Wooper,520,LV40.5,3,5,13,Wooper(520)-Quagsire(1793),YES,YES,YES
Wooper,520,LV40,3,5,15,Wooper(520)-Quagsire(1789),YES,YES,YES
Wooper,520,LV43,3,6,1,Wooper(520)-Quagsire(1807),YES,YES,YES
Wooper,520,LV42.5,3,6,3,Wooper(520)-Quagsire(1804),YES,YES,YES
Wooper,520,LV42,3,6,5,Wooper(520)-Quagsire(1801),YES,YES,YES
Wooper,520,LV39.5,3,6,15,Wooper(520)-Quagsire(1783),YES,YES,YES
Wooper,520,LV42.5,3,7,1,Wooper(520)-Quagsire(1802),YES,YES,YES
Wooper,520,LV39,3,7,15,Wooper(520)-Quagsire(1776),YES,YES,YES
Wooper,520,LV40,3,8,8,Wooper(520)-Quagsire(1780),YES,YES,YES
Wooper,520,LV39,3,8,13,Wooper(520)-Quagsire(1774),YES,YES,YES
Wooper,520,LV38.5,3,8,15,Wooper(520)-Quagsire(1769),YES,YES,YES
Wooper,520,LV40,3,9,6,Wooper(520)-Quagsire(1778),YES,YES,YES
Wooper,520,LV38.5,3,9,13,Wooper(520)-Quagsire(1767),YES,YES,YES
Wooper,520,LV38,3,9,15,Wooper(520)-Quagsire(1762),YES,YES,YES
Wooper,520,LV40,3,10,4,Wooper(520)-Quagsire(1776),YES,YES,YES
Wooper,520,LV38.5,3,10,11,Wooper(520)-Quagsire(1765),YES,YES,YES
Wooper,520,LV38,3,10,13,Wooper(520)-Quagsire(1760),YES,YES,YES
Wooper,520,LV40,3,11,2,Wooper(520)-Quagsire(1773),YES,YES,YES
Wooper,520,LV38.5,3,11,9,Wooper(520)-Quagsire(1763),YES,YES,YES
Wooper,520,LV38,3,11,11,Wooper(520)-Quagsire(1758),YES,YES,YES
Wooper,520,LV38.5,3,12,7,Wooper(520)-Quagsire(1761),YES,YES,YES
Wooper,520,LV38,3,12,9,Wooper(520)-Quagsire(1756),YES,YES,YES
Wooper,520,LV37,3,12,14,Wooper(520)-Quagsire(1749),YES,YES,YES
Wooper,520,LV38.5,3,13,5,Wooper(520)-Quagsire(1759),YES,YES,YES
Wooper,520,LV38,3,13,7,Wooper(520)-Quagsire(1754),YES,YES,YES
Wooper,520,LV37,3,13,12,Wooper(520)-Quagsire(1747),YES,YES,YES
Wooper,520,LV36.5,3,13,14,Wooper(520)-Quagsire(1742),YES,YES,YES
Wooper,520,LV39,3,14,1,Wooper(520)-Quagsire(1761),YES,YES,YES
Wooper,520,LV38.5,3,14,3,Wooper(520)-Quagsire(1756),YES,YES,YES
Wooper,520,LV38,3,14,5,Wooper(520)-Quagsire(1751),YES,YES,YES
Wooper,520,LV37,3,14,10,Wooper(520)-Quagsire(1745),YES,YES,YES
Wooper,520,LV36.5,3,14,12,Wooper(520)-Quagsire(1740),YES,YES,YES
Wooper,520,LV38.5,3,15,1,Wooper(520)-Quagsire(1754),YES,YES,YES
Wooper,520,LV37,3,15,8,Wooper(520)-Quagsire(1743),YES,YES,YES
Wooper,520,LV36.5,3,15,10,Wooper(520)-Quagsire(1737),YES,YES,YES
Wooper,520,LV35.5,3,15,15,Wooper(520)-Quagsire(1730),YES,YES,YES
Wooper,520,LV45.5,4,0,1,Wooper(520)-Quagsire(1837),YES,YES,YES
Wooper,520,LV45,4,0,3,Wooper(520)-Quagsire(1835),YES,YES,YES
Wooper,520,LV43.5,4,1,6,Wooper(520)-Quagsire(1820),YES,YES,YES
Wooper,520,LV43,4,1,8,Wooper(520)-Quagsire(1816),YES,YES,YES
Wooper,520,LV42.5,4,1,10,Wooper(520)-Quagsire(1813),YES,YES,YES
Wooper,520,LV42,4,1,12,Wooper(520)-Quagsire(1810),YES,YES,YES
Wooper,520,LV41.5,4,1,14,Wooper(520)-Quagsire(1806),YES,YES,YES
Wooper,520,LV44.5,4,2,0,Wooper(520)-Quagsire(1823),YES,YES,YES
Wooper,520,LV44,4,2,2,Wooper(520)-Quagsire(1821),YES,YES,YES
Wooper,520,LV43.5,4,2,4,Wooper(520)-Quagsire(1818),YES,YES,YES
Wooper,520,LV43,4,2,6,Wooper(520)-Quagsire(1815),YES,YES,YES
Wooper,520,LV44,4,3,0,Wooper(520)-Quagsire(1818),YES,YES,YES
Wooper,520,LV43.5,4,3,2,Wooper(520)-Quagsire(1816),YES,YES,YES
Wooper,520,LV41.5,4,3,9,Wooper(520)-Quagsire(1799),YES,YES,YES
Wooper,520,LV41,4,3,11,Wooper(520)-Quagsire(1796),YES,YES,YES
Wooper,520,LV40.5,4,3,13,Wooper(520)-Quagsire(1792),YES,YES,YES
Wooper,520,LV40,4,3,15,Wooper(520)-Quagsire(1789),YES,YES,YES
Wooper,520,LV42,4,4,5,Wooper(520)-Quagsire(1800),YES,YES,YES
Wooper,520,LV41.5,4,4,7,Wooper(520)-Quagsire(1797),YES,YES,YES
Wooper,520,LV41,4,4,9,Wooper(520)-Quagsire(1794),YES,YES,YES
Wooper,520,LV40.5,4,4,11,Wooper(520)-Quagsire(1791),YES,YES,YES
Wooper,520,LV40,4,4,13,Wooper(520)-Quagsire(1787),YES,YES,YES
Wooper,520,LV39.5,4,4,15,Wooper(520)-Quagsire(1782),YES,YES,YES
Wooper,520,LV42.5,4,5,1,Wooper(520)-Quagsire(1801),YES,YES,YES
Wooper,520,LV42,4,5,3,Wooper(520)-Quagsire(1798),YES,YES,YES
Wooper,520,LV41.5,4,5,5,Wooper(520)-Quagsire(1795),YES,YES,YES
Wooper,520,LV41,4,5,7,Wooper(520)-Quagsire(1792),YES,YES,YES
Wooper,520,LV40.5,4,5,9,Wooper(520)-Quagsire(1789),YES,YES,YES
Wooper,520,LV40,4,5,11,Wooper(520)-Quagsire(1785),YES,YES,YES
Wooper,520,LV39.5,4,5,13,Wooper(520)-Quagsire(1780),YES,YES,YES
Wooper,520,LV39,4,5,15,Wooper(520)-Quagsire(1775),YES,YES,YES
Wooper,520,LV42,4,6,1,Wooper(520)-Quagsire(1796),YES,YES,YES
Wooper,520,LV41.5,4,6,3,Wooper(520)-Quagsire(1793),YES,YES,YES
Wooper,520,LV39.5,4,6,11,Wooper(520)-Quagsire(1779),YES,YES,YES
Wooper,520,LV39,4,6,13,Wooper(520)-Quagsire(1774),YES,YES,YES
Wooper,520,LV41.5,4,7,1,Wooper(520)-Quagsire(1791),YES,YES,YES
Wooper,520,LV39,4,7,11,Wooper(520)-Quagsire(1772),YES,YES,YES
Wooper,520,LV38.5,4,7,13,Wooper(520)-Quagsire(1767),YES,YES,YES
Wooper,520,LV39,4,8,9,Wooper(520)-Quagsire(1770),YES,YES,YES
Wooper,520,LV38.5,4,8,11,Wooper(520)-Quagsire(1765),YES,YES,YES
Wooper,520,LV38.5,4,9,9,Wooper(520)-Quagsire(1763),YES,YES,YES
Wooper,520,LV38,4,9,11,Wooper(520)-Quagsire(1758),YES,YES,YES
Wooper,520,LV38.5,4,10,7,Wooper(520)-Quagsire(1761),YES,YES,YES
Wooper,520,LV38,4,10,9,Wooper(520)-Quagsire(1756),YES,YES,YES
